class_Id,SpellsKnown,Name,Gender,Heritage,TemplateString,Stuck,AiUsesMana,AllowGive,IgnoreCollisions,ReportCollisions,Ethereal,GravityStatus,Attackable,ReportCollisionsAsEnvironment,AllowEdgeSlide,NeverFailCasting,AiImmobile,NonProjectileMagicImmune,Strength,Endurance,Quickness,Coordination,Focus,Self,MaxHealth,MaxStamina,MaxMana,DeathTreasureType,ItemType,CreatureType,ItemsCapacity,ContainersCapacity,Mass,ItemUseable,Level,ArmorType,CombatMode,TargetingTactic,PhysicsState,AiAllowedCombatStyle,ShowableOnRadar,XpValue,AxeSkill,BowSkill,CrossbowSkill,DaggerSkill,MaceSkill,MeleeDefenseSkill,MissileDefenseSkill,SlingSkill,SpearSkill,StaffSkill,SwordSkill,ThrownWeaponSkill,UnarmedCombatSkill,ArcaneLoreSkill,MagicDefenseSkill,ManaConversionSkill,DeceptionSkill,HealingSkill,JumpSkill,LockpickSkill,RunSkill,CreatureEnchantmentSkill,ItemEnchantmentSkill,LifeMagicSkill,WarMagicSkill,TwoHandedCombatSkill,VoidMagicSkill,HeavyWeaponsSkill,LightWeaponsSkill,FinesseWeaponsSkill,MissileWeaponsSkill,ShieldSkill,DualWieldSkill,RecklessnessSkill,SneakAttackSkill,DirtyFightingSkill,SummoningSkill,BaseArmor,HealthRate,StaminaRate,ManaRate,Shade,ArmorModVsSlash,ArmorModVsPierce,ArmorModVsBludgeon,ArmorModVsCold,ArmorModVsFire,ArmorModVsAcid,ArmorModVsElectric,VisualAwarenessRange,PowerupTime,ChargeSpeed,Modelscale,ResistSlash,ResistPierce,ResistBludgeon,ResistFire,ResistCold,ResistAcid,ResistElectric,ResistHealthBoost,ResistStaminaDrain,ResistStaminaBoost,ResistManaDrain,ResistManaBoost,AiUseMagicDelay,ObviousRadarRange,AiAcquireHealth,ResistHealthDrain,DeathTreasureType,LootTier
6558,20,Ler Rhan,Male,Aluvian,,1,1,,0,1,0,,,,1,,,,110,135,170,150,130,60,138,335,360,253,16,22,-1,-1,90,1,31,0,,3,4195336,183,2,2500,110,90,90,110,110,80,90,,110,110,110,,110,230,240,,150,,,,,230,,230,250,,,,,,,,,,,,,90,0.6,2.5,1,0.5,1,0.65,0.77,0.38,1,0.44,0.65,30,1.1,1,1,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,,1,253,3
6559,23,Black Ferah,Female,Aluvian,,1,1,,0,1,0,,,,1,,,,190,220,190,190,225,275,410,470,675,,16,22,-1,-1,90,1,155,0,,3,4195336,183,2,12000,150,190,190,150,150,150,190,,150,150,150,,245,290,300,,150,,,,,290,,290,290,,,,,,,,,,,,,190,0.7,2.5,1,0.5,1,0.84,0.89,0.7,1,0.74,0.84,8,1.1,1,1,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,,1,,
6560,23,Isin Dule,Male,Aluvian,,1,1,,0,1,0,,,,1,,,,200,240,210,220,245,295,620,490,695,,16,22,-1,-1,90,1,257,0,,2,4195336,183,2,24000,180,220,220,180,180,180,220,,180,180,180,,110,320,300,,150,,,,,320,,320,320,,,,,,,,,,,,,230,0.7,2.5,1,0.5,1,0.86,0.91,0.76,1,0.78,0.86,8,1.1,1,1.3,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,,1,,
6561,23,Isin Dule,Male,Aluvian,,1,1,,0,1,0,,,,1,,,,200,240,210,220,245,295,620,490,695,,16,22,-1,-1,90,1,257,0,,2,4195336,183,2,24000,180,220,220,180,180,180,220,,180,180,180,,110,320,300,,150,,,,,320,,320,320,,,,,,,,,,,,,230,0.7,2.5,1,0.5,1,0.86,0.91,0.76,1,0.78,0.86,8,1.1,1,1.3,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,,1,,
6592,0,Jibril ibn Rashid,Male,Gharu'ndim,Master Armorer,1,,1,,1,0,,0,1,1,,1,,220,200,170,220,150,150,250,435,300,,16,31,-1,-1,120,32,53,0,,,6292504,,4,3394,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,5,1,,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
6625,0,Alean the Steel Forger,Male,Aluvian,Master Armorer,1,,1,,1,0,,0,1,1,,1,,220,200,170,220,150,150,250,435,300,,16,31,-1,-1,120,32,53,0,,,6292504,,4,3394,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,5,1,,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
6626,0,Koga Hideki,Male,Sho,Master Armorer,1,,1,,1,0,,0,1,1,,1,,220,200,170,220,150,150,250,435,300,,16,31,-1,-1,120,32,53,0,,,6292504,,4,3394,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,5,1,,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
6635,0,Olthoi Crawler,,,,1,,,0,1,0,,,,1,,,,150,150,100,90,80,30,125,300,30,143,16,35,-1,-1,8000,1,24,0,2,13,4195336,,2,1581,,,,,,130,60,,,,,,120,,150,,50,,50,,30,,,,,,,,,,,,,,,,,100,0.25,4,2,0.8,0.62,0.8,0.6,0.62,0.62,0.32,0.11,16,1.2,1,1,0.75,1,1,0.75,0.75,0.42,0.25,1,1,1,1,1,,10,,1,143,2
6636,0,Injured Olthoi,,,,1,,,0,1,0,,,,1,,,,120,120,80,75,60,30,30,270,30,144,16,1,-1,-1,8000,1,12,0,2,13,4195336,,2,489,,,,,,90,70,,,,,,90,,146,,50,,50,,30,,,,,,,,,,,,,,,,,110,0.25,4,2,0.5,0.62,0.8,0.6,0.62,0.62,0.32,0.11,16,1.2,1,0.9,0.75,1,1,0.75,0.75,0.42,0.25,1,1,1,1,1,,10,,1,144,3
6637,0,Olthoi Noble,,,,1,,,0,1,0,1,1,,1,,,,300,300,130,130,100,50,275,550,50,450,16,1,-1,-1,8000,1,80,0,2,13,4195336,,2,30000,,,,,,225,325,,,,,,,,225,,150,,200,,50,,,,,,,,210,,,,,,,,,240,0.6999999881,4,2,0.5,0.6899999976,0.8000000119,0.6000000238,1,1,1.100000024,1,24,1,1,1.100000024,0.75,1,1,0.75,0.75,0.4199999869,0.25,1,1,1,1,1,,10,,1,450,3
6638,0,Olthoi Nymph,,,,1,,,0,1,0,,,,1,,,,150,180,110,90,80,30,115,280,30,451,16,1,-1,-1,8000,1,32,0,2,13,4195336,,2,3525,,,,,,115,100,,,,,,,,160,,50,,100,,45,,,,,,,,120,,,,,,,,,100,0.35,4,2,0.5,0.9,0.8,0.7,1,1,1.2,1,18,1,1,0.8,0.75,1,1,0.75,0.75,0.42,0.25,1,1,1,1,1,,10,,1,451,2
6639,0,Olthoi Queen,,,,1,,,0,1,0,,,,1,,,,300,415,220,315,300,300,308,565,300,149,16,1,-1,-1,8000,1,201,0,2,13,4195336,,2,16311,,,,,,235,200,,,,,,,,294,,150,,200,,50,,,,,,,,220,,,,,,,,,270,0.8000000119,4,2,,0.6899999976,0.8000000119,0.6000000238,0.6899999976,0.6899999976,0.4900000095,0.3300000131,28,1.100000024,1,1.200000048,0.75,1,1,0.75,0.75,0.4199999869,0.25,1,1,1,1,1,,10,,1,149,5
6640,0,Olthoi Soldier,,,,1,,,0,1,0,1,1,,1,,,,280,280,110,110,80,30,190,430,30,451,16,1,-1,-1,8000,1,60,0,2,13,4195336,,2,17500,,,,,,180,300,,,,,,,,220,,100,,200,,60,,,,,,,,180,,,,,,,,,170,0.6499999762,4,2,,0.6600000262,0.8000000119,0.6000000238,1,1,1.200000048,1,24,1,1,,0.75,1,1,0.75,0.75,0.4199999869,0.25,1,1,1,1,1,,10,,1,451,2
6641,0,Olthoi Worker,,,,1,,,0,1,0,,,,1,,,,250,330,110,120,100,30,215,480,30,451,16,1,-1,-1,8000,1,53,0,2,13,4195336,,2,9075,,,,,,150,280,,,,,,170,,197,,100,,200,,50,,,,,,,,,,,,,,,,,130,0.6,4,2,0.5,0.64,0.8,0.6,1,1,1.2,1,20,1,1,1,0.75,1,1,0.75,0.75,0.42,0.25,1,1,1,1,1,,10,,1,451,2
6642,0,Olthoi Worm,,,,1,,,0,1,0,,,,1,,,,120,120,80,80,40,30,110,270,30,151,16,35,-1,-1,8000,1,14,0,2,13,4195336,,2,778,,,,,,120,60,,,,,,,,150,,50,,50,,30,,,,,,,,120,,,,,,,,,80,0.25,4,2,0.8000000119,0.6200000048,0.8000000119,0.6000000238,0.6200000048,0.6200000048,0.3199999928,0.1099999994,16,1.200000048,1,0.8000000119,0.75,1,1,0.75,0.75,0.4199999869,0.25,1,1,1,1,1,,10,,1,151,2
6644,0,Emote Test Drudge 2,,,,1,,,0,1,0,,,,,,,,30,35,35,50,30,15,23,85,15,,16,3,-1,-1,,1,4,0,2,5,1032,131,4,25,15,,,15,15,15,15,,15,15,15,,18,,25,,,,,,40,,,,,,,,,,,,,,,,,3,0.067,5,1,1,0.9,1,1.1,0.6,0.6,1,0.6,10,1,1,1.2,0.86,0.75,0.66,1.42,1.42,0.75,1.42,1,1,1,1,1,,10,,1,,
6645,12,Magma Golem,,,,1,1,,0,1,0,1,1,,1,1,,,250,250,150,150,150,150,455,470,425,452,16,13,-1,-1,,1,100,0,2,9,4197384,,2,80000,,,,,,185,295,,,,,,,180,155,,100,,10,,10,95,,95,95,,,,90,,,,,,,,,200,0.6000000238,0.5,2,,1.769999981,0.7900000215,0.7900000215,0.6999999881,100,0.75,0.7900000215,17,2.299999952,,,0.8999999762,0.3300000131,0.3300000131,0,1,0.200000003,0.3300000131,1,1,1,1,1,3,10,2,1,452,5
6770,0,Kayna bint Iswas,Female,Gharu'ndim,Enchanter,1,,1,,1,0,,0,1,1,,1,,80,80,90,110,150,160,40,90,160,,16,31,-1,-1,120,32,74,0,,,6292504,,4,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,5,1,,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
6771,0,Leikotha,Female,Haebrous,Blademaster,1,,1,,1,0,,0,1,,1,1,,145,80,80,80,75,75,80,280,75,,16,14,-1,-1,,32,72,0,1,,2098200,,4,862,110,,,110,110,100,50,,110,110,110,,110,250,100,,90,,,,,250,,250,250,,,,,,,,,,,,,70,0.35,0.5,2,0.5,0.53,0.33,0.53,0.26,0.4,1,0.17,,1,1,1.1,0.75,0.58,0.75,1,0.4,1,0.46,1,1,1,1,1,,10,,1,,
6772,22,Greater Mu-miyah,,,,1,1,,0,1,0,1,1,,,,,,40,50,60,60,140,150,75,150,210,,16,14,-1,-1,,1,20,0,1,5,1032,183,2,3500,,,,,,100,50,,,,,,,250,100,,90,,,,,250,,250,250,,,110,110,110,,,,,,,,70,0.349999994,0.5,2,0.5,0.5299999714,0.3300000131,0.5299999714,0.2599999905,0.400000006,1,0.1700000018,24,1,1,1.200000048,0.75,0.5799999833,0.75,1,0.400000006,1,0.4600000083,1,1,1,1,1,2.5,10,,1,,
6773,6,Skeleton Lord,,,,1,1,,0,1,0,1,1,,,,,,85,95,140,135,120,130,146,205,230,190,16,30,-1,-1,,1,50,0,1,5,1032,183,2,10000,,,,,,80,120,,,,,,,110,110,,120,,,,,130,,100,130,,,140,140,50,140,,,,,,,90,0.1000000015,0.5,2,,0.3700000048,0.1599999964,0.5,0.05000000075,0.8199999928,0.1700000018,0.3300000131,16,1,1,,0.5799999833,0.25,1,0.8999999762,0.3000000119,0.4199999869,0.400000006,1,1,1,1,1,3,10,,1,190,4
6774,6,Skeleton Lord,,,,1,1,,0,1,0,1,1,,,,,,85,95,140,135,120,130,146,205,230,190,16,30,-1,-1,,1,50,0,1,5,1032,183,2,10000,,,,,,80,120,,,,,,,110,110,,120,,,,,130,,100,130,,,140,140,50,140,,,,,,,90,0.1000000015,0.5,2,,0.3700000048,0.1599999964,0.5,0.05000000075,0.8199999928,0.1700000018,0.3300000131,16,1,1,,0.5799999833,0.25,1,0.8999999762,0.3000000119,0.4199999869,0.400000006,1,1,1,1,1,3,10,,1,190,4
6775,6,Skeleton Lord,,,,1,1,,0,1,0,1,1,,,,,,85,95,140,135,120,130,146,205,230,190,16,30,-1,-1,,1,50,0,1,5,1032,183,2,10000,,,,,,80,120,,,,,,,110,110,,120,,,,,130,,100,130,,,140,140,50,140,,,,,,,90,0.1000000015,0.5,2,,0.3700000048,0.1599999964,0.5,0.05000000075,0.8199999928,0.1700000018,0.3300000131,16,1,1,,0.5799999833,0.25,1,0.8999999762,0.3000000119,0.4199999869,0.400000006,1,1,1,1,1,3,10,,1,190,4
6781,0,Dansha-Ki Na,Female,Sho,Adventurer,1,,1,,1,0,,0,1,1,,1,,90,100,75,120,140,130,60,110,140,,16,31,-1,-1,120,32,15,0,,,6292504,,1,307,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,5,1,,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
6784,23,Shadow Captain,Male,Aluvian,,1,1,,0,1,0,,,,1,,,,190,220,190,190,225,275,410,470,675,,16,22,-1,-1,90,1,155,0,,3,4195336,183,2,12000,150,190,190,150,150,150,190,,150,150,150,,245,290,300,,150,,,,,290,,290,290,,,,,,,,,,,,,190,0.7,2.5,1,0.5,1,0.84,0.89,0.7,1,0.74,0.84,8,1.1,1,1,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,,1,,
6785,23,Black Ferah,Female,Aluvian,,1,1,,0,1,0,,,,1,,,,190,220,190,190,225,275,410,470,675,,16,22,-1,-1,90,1,155,0,,3,4195336,183,2,12000,150,190,190,150,150,150,190,,150,150,150,,245,290,300,,150,,,,,290,,290,290,,,,,,,,,,,,,190,0.7,2.5,1,0.5,1,0.84,0.89,0.7,1,0.74,0.84,8,1.1,1,1,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,,1,,
6788,11,Nexus Crystal,,,,1,1,,0,1,0,,,,,,,,300,300,150,300,350,350,750,800,2350,464,16,47,-1,-1,,1,126,0,2,5,3080,,4,54180,,,,,,200,350,,,,,,200,,400,,100,,,,10,400,,400,400,,,,,,,,,,,,,200,1,5,2,0.5,1,1,1,1,1.2,1.08,100,12,1,1,1.5,1,1,1,0.9,0.65,0.3,1,1,1,1,1,1,2,10,,1,464,5
6806,14,Nexus Fragment,,,,1,1,,0,1,0,,,,,,,,140,140,160,150,150,220,170,440,720,462,16,47,-1,-1,,1,79,0,2,5,3080,,4,14639,,,,,,150,250,,,,,,150,,208,,100,,,,10,300,,300,300,,,,,,,,,,,,,150,0.7,5,2,0.5,1,1,1,1.19,1.2,2.78,100,12,1,1,1.5,1,1,1,0.9,0.65,0.3,1,1,1,1,1,1,2,10,2,1,462,3
6810,23,Nexus Shadow,Female,Aluvian,,1,1,,0,1,0,,,,1,,,,190,220,190,190,225,275,410,470,675,257,16,22,-1,-1,90,1,155,0,,3,4195336,183,2,12000,150,190,190,150,150,150,190,,150,150,150,,245,290,300,,150,,,,,290,,290,290,,,,,,,,,,,,,190,0.7,2.5,1,0.5,1,0.84,0.89,0.7,1,0.74,0.84,8,1.1,1,1,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,2,1,257,5
6811,23,Nexus Shadow Captain,Female,Aluvian,,1,1,,0,1,0,,,,1,,,,200,240,210,220,245,295,620,490,695,256,16,22,-1,-1,90,1,153,0,,2,4195336,183,2,24000,180,220,220,180,180,180,220,,180,180,180,,110,320,300,,150,,,,,320,,320,320,,,,,,,,,,,,,230,0.7,2.5,1,0.5,1,0.86,0.91,0.76,1,0.78,0.86,8,1.1,1,0.8,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,2,1,256,5
6823,0,Baby Wood Golem,,,,1,,,0,1,0,,,,,,,,80,120,70,70,95,95,80,220,195,35,16,13,-1,-1,,1,126,0,2,3,1032,,2,2000000,,,,,,25,25,,,,,,25,50,50,,80,,10,,10,,,50,50,,,,,,,,,,,,,50,0.15,5,2,,0.79,0.55,0.55,0.71,0.3,0.39,0.58,13,3,1,0.4,0.83,0.8,0.8,1,0.77,0.8,0.67,1,1,1,1,1,,10,,1,35,5
6824,0,Mosswart Baby,,,,1,,,0,1,0,,,,,,1,,95,90,95,85,60,50,75,240,50,31,16,4,-1,-1,,1,126,0,2,13,1032,131,2,1000000,80,40,40,55,80,60,40,,80,80,80,,90,,60,,60,,,,40,,,,,,,,,,,,,,,,,55,0.3,5,2,0.5,0.28,0.36,0.36,0.68,0.4,0.06,0.7,24,1,1,0.6,0.7,0.8,0.8,1,0.8,0.5,1,1,1,1,1,1,,10,,1,31,4
6825,0,Baby Olthoi,,,,1,,1,0,1,0,,,,,,,,10,20,20,20,400,400,20,65,400,32,16,1,-1,-1,8000,1,126,0,2,15,1032,,2,3000000,,,,,,10,10,,,,,,,,10,,150,,400,,400,,,,,,,,10,,,,,,,,,240,0.6999999881,4,2,,0.6899999976,0.8000000119,0.6000000238,0.6899999976,0.6899999976,0.4799999893,0.3100000024,24,1,1,0.400000006,0.75,1,1.5,0.75,0.75,0.4199999869,0.25,1,1,1,1,1,,10,,1,32,6
6829,20,Eastham Spire Shadow,Male,Aluvian,,1,1,,0,1,0,,,,1,,1,,80,100,110,70,50,10,150,250,210,171,16,22,-1,-1,90,1,14,0,,9,4195336,183,2,800,70,90,90,70,70,80,120,,70,70,70,,70,180,180,,150,,,,,140,,120,120,,,,,,,,,,,,,80,0.4,2.5,1,0.5,1,0.61,0.74,0.3,1,0.38,0.61,17,0.9,1,0.93,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3.2,10,,1,171,3
6830,20,Cragstone Spire Shadow,Male,Aluvian,,1,1,,0,1,0,,,,1,,1,,80,100,110,70,50,10,150,250,210,171,16,22,-1,-1,90,1,14,0,,9,4195336,183,2,800,70,90,90,70,70,80,120,,70,70,70,,70,180,180,,150,,,,,140,,120,120,,,,,,,,,,,,,80,0.4,2.5,1,0.5,1,0.61,0.74,0.3,1,0.38,0.61,17,0.9,1,0.93,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3.2,10,,1,171,3
6831,20,Tou-Tou Spire Shadow,Male,Aluvian,,1,1,,0,1,0,,,,1,,1,,110,135,170,150,130,60,218,335,360,181,16,22,-1,-1,90,1,41,0,,3,4195336,183,2,2500,110,90,90,110,110,80,160,,110,110,110,,110,230,240,,150,,,,,230,,230,250,,,,,,,,,,,,,90,0.6,2.5,1,0.5,1,0.65,0.77,0.38,1,0.44,0.65,30,1.1,1,1,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,,1,181,3
6832,20,Sawato Spire Shadow,Male,Aluvian,,1,1,,0,1,0,,,,1,,1,,110,135,170,150,130,60,218,335,360,181,16,22,-1,-1,90,1,41,0,,3,4195336,183,2,2500,110,90,90,110,110,80,160,,110,110,110,,110,230,240,,150,,,,,230,,230,250,,,,,,,,,,,,,90,0.6,2.5,1,0.5,1,0.65,0.77,0.38,1,0.44,0.65,30,1.1,1,1,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,,1,181,3
6833,20,Khayyaban Spire Shadow,Male,Aluvian,,1,1,,0,1,0,,,,1,,1,,170,200,210,190,160,200,300,450,600,176,16,22,-1,-1,90,1,89,0,,3,4195336,183,2,5000,120,150,150,120,120,140,200,,120,120,120,,120,200,300,,90,,,,,200,,200,200,,,,,,,,,,,,,130,0.7,2.5,1,0.5,1,0.76,0.84,0.57,1,0.62,0.76,25,1.2,1,1,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,,1,176,4
6834,20,Tufa Spire Shadow,Male,Aluvian,,1,1,,0,1,0,,,,1,,1,,170,200,210,190,160,200,300,450,600,176,16,22,-1,-1,90,1,89,0,,3,4195336,183,2,5000,120,150,150,120,120,140,200,,120,120,120,,120,200,300,,90,,,,,200,,200,200,,,,,,,,,,,,,130,0.7,2.5,1,0.5,1,0.76,0.84,0.57,1,0.62,0.76,25,1.2,1,1,1,0.5,0.67,1,0.1,0.2,0.5,1,1,1,1,1,3,10,,1,176,4
6847,0,Yu Vuo-Ki,Female,Sho,Adventurer,1,,1,,1,0,,0,1,1,,1,,90,100,75,120,140,130,60,110,140,,16,31,-1,-1,120,32,15,0,,,6292504,,4,307,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,0.16,5,1,,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
6848,0,Dansha-Ki,Female,Sho,Prisoner,1,,1,,1,0,,0,1,1,,1,,125,100,105,120,190,200,60,110,210,,16,31,-1,-1,120,32,21,0,,,6292504,,1,548,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,0.16,5,1,,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
6872,0,Jaleh al-Thani,Male,Gharu'ndim,Noble,1,,1,,1,0,,0,1,1,,1,,300,250,200,320,200,170,125,250,170,,16,31,-1,-1,120,32,59,0,,,6292504,,4,3102,,,,,,2,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,5,1,1,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
6873,0,Ulgrim the Unpleasant,Male,Aluvian,Mayor of Ayan Baqur,1,,1,,1,0,,0,1,1,,1,,160,120,120,110,180,165,160,230,265,,16,31,-1,-1,120,32,50,0,,,6292504,,4,3709,,,,,,2,2,,,,,,,,,,,,,,,2,400,,,,,,2,,,,,,,,,0,0.16,5,1,0.5,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
6882,20,Tumerok Guard,,,,1,1,,0,1,0,1,1,,,1,,,100,100,150,100,60,60,170,200,60,450,16,6,-1,-1,,1,60,0,,5,1032,183,2,17500,,,,,,120,310,,,,,,,90,190,,30,,,,60,150,,150,150,,,200,200,100,110,200,,,,,,180,0.6499999762,0.5,2,0.5713999867,1,1,1,1,1,1,1,16,1,1,1.100000024,1,1,1,1,1,1,1,1,1,1,1,1,3,10,,1,450,3
6889,0,Gormling the Sneaky Seneschal,Male,Aluvian,Seneschal of Neydisa,1,,1,,1,0,,0,1,1,,1,,90,50,140,140,160,180,25,50,180,,16,31,-1,-1,120,32,17,0,,,6292504,,4,182,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,5,1,,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
6890,0,Miyako Nujou-Wah,Female,Sho,Poet,1,,1,,1,0,,0,1,1,,1,,85,75,100,50,160,180,38,75,180,,16,31,-1,-1,120,32,15,0,,,6292504,,4,392,,,,,,4,5,,,,,,5,,,,,,,,,,200,,,,,,,,,,,,,,,0,0.16,5,1,,0.9,1,1.1,0.4,0.4,1,0.6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,10,,1,,
7081,0,Plate Armoredillo,,,,1,,,0,1,0,1,1,,,,,,240,180,170,170,90,90,390,600,90,454,16,17,-1,-1,,1,100,,2,9,1032,,2,80000,,,,,,302,379,,,,,,,,264,,5,,20,,85,,,,,,,,207,,,,,,,,,290,1.200000048,1.399999976,2,0.5,0.349999994,0.6999999881,0.349999994,0.75,0.6499999762,0.5,0.75,22,1,1,1.600000024,0.5,1,0.5,0.5,0.9499999881,0.6999999881,0.9499999881,1,1,1,1,1,,10,,1,454,5
7082,0,Island Armoredillo,,,,1,,,0,1,0,1,1,,,,,,160,120,110,130,60,60,118,260,60,457,16,17,-1,-1,,1,40,,2,9,1032,,2,7000,,,,,,103,224,,,,,,,,125,,5,,20,,25,,,,,,,,85,,,,,,,,,190,0.3000000119,0.400000006,2,0.5,0.4900000095,0.6999999881,0.5400000215,0.5899999738,0.6000000238,0.5899999738,0.6000000238,22,1,1,1.200000048,0.5299999714,1,0.5,0.5,0.5,0.400000006,0.6999999881,1,1,1,1,1,,10,,1,457,2
7083,0,Titanium Armoredillo,,,,1,,,0,1,0,1,1,,,,,,280,260,230,230,100,100,5000,5000,100,455,16,17,-1,-1,,1,160,,2,9,1032,,2,500000,,,,,,353,457,,,,,,,,333,,155,,20,,125,,,,,,,,255,,,,,,,,,390,10.30000019,5.400000095,2,0.5,0.3199999928,0.6999999881,0.349999994,0.7300000191,0.6499999762,0.4900000095,0.7300000191,22,1,1,1.5,0.5299999714,1,0.5,0.5,0.9499999881,0.6999999881,0.9499999881,1,1,1,1,1,,10,,1,455,6
7084,0,Hoary Armoredillo,,,,1,,,0,1,0,1,1,,,,,,220,150,160,160,80,80,265,410,80,456,16,17,-1,-1,,1,80,,2,9,1032,,2,30000,,,,,,223,326,,,,,,,,232,,5,,20,,65,,,,,,,,222,,,,,,,,,190,1.799999952,1.799999952,2,0.5,0.349999994,0.6999999881,0.349999994,0.75,0.6499999762,0.5,0.75,22,1,1,1.5,0.5,1,0.5,0.5,0.9499999881,0.6999999881,0.9499999881,1,1,1,1,1,,10,,1,456,3
7085,0,Banderling Berserker,,,,1,,,0,1,0,1,1,,,,,,250,160,130,220,70,70,290,440,120,450,16,2,-1,-1,,1,80,0,2,3,1032,131,2,30000,,,,,,154,255,,,,,,,,210,,100,,40,,40,,,,,,,,170,,0,,,,,,,260,0.400000006,5,2,0.5,0.4600000083,0.3100000024,0.5199999809,0.4600000083,0.8299999833,0.3100000024,1.090000033,22,1,1,1.299999952,0.7599999905,0.6499999762,0.5,1.080000043,0.7599999905,0.6499999762,1.320000052,1,1,1,1,1,,10,,1,450,3
7086,0,Banderling Thrasher,,,,1,,,0,1,0,1,1,,,,,,210,175,180,195,90,90,438,675,290,448,16,2,-1,-1,,1,100,0,2,3,1032,131,2,80000,,,,,,290,380,,,,,,,,285,,40,,40,,40,,,,,,,,240,,,,,,,,,320,0.6000000238,5,2,0.5,0.4600000083,0.3100000024,0.5199999809,0.4600000083,0.8299999833,0.3100000024,1.090000033,22,1,1,1.299999952,0.7599999905,0.6499999762,0.5,1.080000043,0.7599999905,0.6499999762,1.320000052,1,1,1,1,1,,10,,1,448,4
7087,0,Banderling Ogre,,,,1,,,0,1,0,1,1,,,,,,140,100,60,125,30,30,105,200,38,453,16,2,-1,-1,,1,20,0,2,3,1032,131,2,3500,,,,,,74,120,,,,,,,,72,,40,,40,,40,,,,,,,90,90,,85,,,,,,,100,0.349999994,5,2,0.5,0.4600000083,0.3100000024,0.5199999809,0.4600000083,0.8299999833,0.3100000024,1.090000033,22,1,1,1.299999952,0.7599999905,0.6499999762,0.5,1.080000043,0.7599999905,0.6499999762,1.320000052,1,1,1,1,1,,10,,1,453,1
7088,8,Banderling Mauler,,,,1,1,,0,1,0,1,1,,,1,,,200,175,180,185,100,100,413,675,300,452,16,2,-1,-1,,1,100,0,2,3,1032,131,2,80000,,,,,,170,300,,,,,,,200,225,,150,,40,,40,120,,120,120,,,160,160,,100,,,,,,,350,0.349999994,5,2,0.5,0.4600000083,0.3100000024,0.5199999809,0.4600000083,0.6999999881,0.3100000024,0.6000000238,22,1,1,1.299999952,0.7599999905,0.6499999762,0.5,1,0.7599999905,0.6499999762,1,1,1,1,1,1,3,10,2,1,452,5
